q,psi
-0.83,-6.77
-0.86,-7.89
-0.93,-8.27
-0.95,-8.2
-0.98,-7.67
-0.79,-6.5
-0.76,-4.64
-0.82,-1.92
-0.71,-1.87
-0.91,-4.71
-0.89,-6.47
-0.84,-7.37
-0.63,-7.6
-0.6,-7.49
-0.6,-7.06
-0.95,-6.31
-0.93,-4.6
-0.67,-1.87
-0.63,-1.55
-0.88,-3.79
-1.03,-5.21
-0.99,-5.91
-1.06,-6.2
-1.0,-6.13
-1.01,-5.8
-1.03,-5.12
-0.76,-3.69
-0.82,-1.65
-0.58,-0.78
-0.61,-1.67
-0.69,-2.24
-0.72,-2.54
-0.73,-2.66
-0.75,-2.65
-0.72,-2.51
-0.72,-2.24
-0.66,-1.69
-0.66,-0.84
0.58,0.78
0.61,1.67
0.69,2.23
0.72,2.53
0.72,2.64
0.75,2.64
0.72,2.5
0.72,2.23
0.66,1.69
0.66,0.84
0.63,1.55
0.88,3.79
1.03,5.21
0.99,5.91
1.06,6.2
1.0,6.12
1.01,5.8
1.03,5.12
0.76,3.68
0.82,1.65
0.71,1.87
0.91,4.71
0.9,6.46
0.84,7.37
0.63,7.59
0.6,7.48
0.59,7.05
0.96,6.31
0.93,4.6
0.67,1.87
0.58,1.82
0.94,4.89
0.83,6.77
0.86,7.89
0.92,8.27
0.95,8.19
0.98,7.67
0.79,6.5
0.76,4.64
0.82,1.92
0.68,1.69
0.96,4.61
0.92,6.51
1.09,7.71
0.63,7.81
0.68,7.7
0.73,7.18
0.87,6.16
0.86,4.38
0.8,1.77
0.58,1.39
0.89,3.95
0.75,5.62
1.06,6.85
0.76,7.06
0.85,6.97
0.77,6.4
0.87,5.43
0.8,3.81
0.9,1.58
0.85,1.21
1.01,3.24
0.96,4.61
1.05,5.59
1.12,6.03
0.98,5.89
0.99,5.4
0.84,4.45
0.87,3.17
1.01,1.37
0.77,0.86
0.72,2.2
0.72,3.12
0.7,3.78
0.84,4.26
0.85,4.24
0.85,3.91
0.84,3.27
0.91,2.43
1.02,1.09
1.3,0.87
1.1,1.66
0.83,1.96
0.79,2.3
1.07,2.72
0.86,2.6
0.91,2.44
0.83,2.07
1.09,1.74
1.27,0.91
1.55,0.57
1.46,0.89
1.07,0.82
1.06,0.91
1.3,1.11
1.01,0.98
1.19,1.0
1.17,0.91
1.39,0.89
1.51,0.56
-1.49,-0.57
-1.32,-0.85
-1.1,-0.9
-1.33,-1.11
-1.02,-0.99
-1.03,-0.95
-1.31,-1.06
-1.13,-0.9
-1.33,-0.84
-1.43,-0.51
-1.54,-1.07
-1.11,-1.76
-0.83,-2.12
-1.04,-2.62
-0.97,-2.7
-0.76,-2.5
-0.93,-2.44
-0.88,-2.1
-1.12,-1.73
-1.25,-0.88
-1.0,-1.08
-0.67,-2.29
-0.66,-3.23
-0.83,-4.02
-0.93,-4.35
-0.84,-4.19
-0.87,-3.87
-0.84,-3.24
-0.86,-2.36
-1.01,-1.05
-0.97,-1.37
-0.9,-3.31
-0.98,-4.74
-1.04,-5.68
-1.05,-5.98
-0.88,-5.76
-0.9,-5.28
-0.83,-4.4
-0.85,-3.1
-0.95,-1.29
-0.76,-1.58
-0.92,-4.12
-0.87,-5.83
-1.02,-6.9
-0.69,-7.01
-0.85,-6.96
-0.75,-6.4
-0.92,-5.47
-0.78,-3.78
-0.75,-1.47
-0.76,-1.83
-0.94,-4.76
-0.94,-6.68
-1.04,-7.79
-0.53,-7.82
-0.78,-7.85
-0.86,-7.34
-0.85,-6.25
-0.88,-4.44
-0.76,-1.73
-0.68,-1.93
-0.96,-5.05
-0.89,-6.97
-0.94,-8.1
-0.93,-8.43
-0.94,-8.33
-0.89,-7.73
-0.87,-6.66
-0.88,-4.79
-0.69,-1.87
-0.63,-1.88
-0.99,-4.85
-0.84,-6.57
-0.91,-7.58
-0.76,-7.84
-0.69,-7.69
-0.47,-7.09
-0.96,-6.44
-0.95,-4.72
-0.69,-1.88
-0.62,-1.58
-0.88,-3.85
-0.97,-5.24
-0.97,-5.98
-0.99,-6.27
-1.04,-6.24
-1.02,-5.9
-1.16,-5.3
-0.83,-3.81
-0.68,-1.59
-0.65,-0.83
-0.68,-1.74
-0.68,-2.26
-0.7,-2.54
-0.71,-2.66
-0.69,-2.64
-0.74,-2.54
-0.64,-2.25
-0.71,-1.73
-0.53,-0.78
0.64,0.83
0.68,1.73
0.68,2.25
0.7,2.53
0.71,2.65
0.68,2.63
0.74,2.53
0.64,2.24
0.7,1.72
0.53,0.77
0.63,1.58
0.88,3.85
0.97,5.23
0.98,5.98
0.99,6.26
1.04,6.24
1.02,5.89
1.16,5.3
0.83,3.8
0.68,1.59
0.63,1.88
0.99,4.85
0.84,6.57
0.91,7.58
0.76,7.84
0.7,7.69
0.47,7.09
0.96,6.43
0.95,4.72
0.69,1.88
0.68,1.94
0.96,5.05
0.89,6.97
0.93,8.1
0.93,8.42
0.94,8.33
0.89,7.73
0.87,6.66
0.88,4.79
0.69,1.87
0.76,1.83
0.94,4.76
0.94,6.68
1.04,7.79
0.53,7.82
0.78,7.85
0.86,7.35
0.85,6.26
0.88,4.44
0.76,1.73
0.77,1.59
0.92,4.13
0.87,5.83
1.02,6.91
0.69,7.01
0.84,6.96
0.76,6.41
0.92,5.47
0.78,3.78
0.75,1.47
0.97,1.37
0.9,3.31
0.98,4.75
1.04,5.69
1.05,5.98
0.88,5.76
0.9,5.28
0.83,4.4
0.85,3.1
0.95,1.29
1.0,1.09
0.67,2.29
0.66,3.24
0.83,4.03
0.93,4.35
0.85,4.19
0.87,3.87
0.84,3.24
0.86,2.36
1.01,1.05
1.54,1.06
1.11,1.76
0.84,2.12
1.04,2.62
0.97,2.7
0.75,2.5
0.93,2.44
0.88,2.1
1.11,1.73
1.26,0.88
1.49,0.57
1.32,0.85
1.1,0.9
1.33,1.11
1.02,0.99
1.03,0.95
1.32,1.06
1.12,0.9
1.33,0.84
1.43,0.51
-1.35,-0.51
-1.4,-0.91
-1.16,-0.95
-1.12,-0.99
-0.96,-0.93
-1.35,-1.11
-1.09,-0.95
-1.03,-0.8
-1.32,-0.79
-1.38,-0.47
-1.44,-1.04
-1.14,-1.85
-0.94,-2.26
-1.02,-2.59
-0.75,-2.51
-0.85,-2.54
-0.99,-2.45
-0.9,-2.06
-1.09,-1.65
-1.23,-0.82
-1.17,-1.21
-0.66,-2.37
-0.76,-3.4
-0.97,-4.13
-0.87,-4.23
-0.82,-4.13
-0.86,-3.84
-0.81,-3.19
-0.79,-2.24
-0.91,-0.94
-1.05,-1.47
-0.77,-3.28
-1.01,-4.81
-1.03,-5.67
-0.93,-5.84
-0.82,-5.7
-0.88,-5.29
-0.88,-4.44
-0.84,-3.07
-0.84,-1.2
-0.95,-1.73
-0.83,-4.13
-0.95,-5.91
-0.93,-6.83
-0.67,-6.98
-0.91,-7.07
-0.79,-6.53
-0.94,-5.59
-0.83,-3.87
-0.71,-1.45
-0.86,-1.96
-0.93,-4.83
-0.94,-6.74
-0.9,-7.73
-0.49,-7.87
-0.94,-8.07
-0.88,-7.5
-0.86,-6.41
-0.99,-4.61
-0.7,-1.72
-0.81,-2.1
-0.88,-5.14
-0.97,-7.14
-0.96,-8.22
-0.92,-8.56
-0.93,-8.5
-0.74,-7.78
-0.94,-6.81
-0.92,-4.93
-0.62,-1.85
-0.84,-2.09
-1.0,-5.02
-0.87,-6.75
-0.94,-7.76
-0.84,-8.07
-0.88,-7.96
-0.47,-7.2
-0.9,-6.51
-1.02,-4.85
-0.66,-1.88
-0.71,-1.7
-0.94,-4.02
-0.91,-5.33
-0.99,-6.09
-0.94,-6.36
-1.0,-6.32
-0.99,-5.94
-1.14,-5.35
-0.98,-3.94
-0.57,-1.55
-0.64,-0.86
-0.7,-1.8
-0.77,-2.35
-0.69,-2.59
-0.8,-2.74
-0.67,-2.67
-0.76,-2.57
-0.64,-2.25
-0.61,-1.7
-0.52,-0.76
0.64,0.86
0.7,1.81
0.77,2.34
0.69,2.59
0.79,2.73
0.66,2.66
0.76,2.56
0.64,2.25
0.61,1.69
0.52,0.76
0.71,1.71
0.94,4.02
0.91,5.33
0.99,6.09
0.94,6.35
1.0,6.32
0.99,5.94
1.14,5.35
0.98,3.94
0.57,1.55
0.84,2.09
1.0,5.02
0.88,6.75
0.94,7.76
0.84,8.06
0.89,7.96
0.47,7.2
0.9,6.51
1.02,4.85
0.66,1.88
0.82,2.1
0.88,5.14
0.97,7.14
0.96,8.22
0.92,8.56
0.94,8.5
0.74,7.77
0.94,6.81
0.92,4.93
0.61,1.85
0.86,1.96
0.93,4.83
0.94,6.75
0.9,7.73
0.49,7.86
0.94,8.07
0.88,7.5
0.86,6.41
0.99,4.61
0.7,1.72
0.95,1.73
0.83,4.14
0.95,5.91
0.92,6.83
0.67,6.98
0.91,7.08
0.8,6.54
0.94,5.59
0.83,3.87
0.71,1.45
1.05,1.47
0.77,3.29
1.01,4.82
1.03,5.67
0.93,5.84
0.82,5.71
0.88,5.29
0.88,4.44
0.84,3.07
0.84,1.2
1.17,1.21
0.66,2.38
0.76,3.4
0.97,4.13
0.87,4.24
0.82,4.13
0.86,3.84
0.82,3.19
0.79,2.24
0.91,0.94
1.44,1.04
1.14,1.85
0.94,2.26
1.02,2.59
0.75,2.51
0.84,2.54
0.99,2.45
0.9,2.06
1.09,1.65
1.23,0.82
1.35,0.51
1.4,0.91
1.16,0.95
1.12,0.99
0.97,0.93
1.34,1.1
1.09,0.95
1.03,0.8
1.33,0.79
1.38,0.47
-1.4,-0.51
-1.41,-0.9
-0.98,-0.83
-1.2,-1.0
-1.16,-1.01
-1.12,-0.98
-0.81,-0.77
-1.24,-0.86
-1.22,-0.71
-1.31,-0.41
-1.25,-0.94
-1.22,-1.88
-0.87,-2.17
-0.88,-2.45
-0.77,-2.5
-1.03,-2.64
-0.95,-2.39
-0.87,-2.01
-1.03,-1.54
-1.16,-0.73
-1.14,-1.2
-0.78,-2.49
-0.85,-3.46
-0.95,-4.05
-0.76,-4.14
-0.86,-4.19
-0.84,-3.86
-0.79,-3.19
-0.74,-2.18
-0.82,-0.86
-1.06,-1.48
-0.8,-3.33
-1.04,-4.85
-0.95,-5.57
-0.83,-5.79
-0.86,-5.82
-0.92,-5.43
-0.95,-4.6
-0.9,-3.17
-0.79,-1.17
-0.93,-1.73
-0.75,-4.09
-1.06,-5.96
-0.83,-6.76
-0.76,-7.11
-0.99,-7.29
-0.78,-6.69
-0.98,-5.77
-0.92,-4.04
-0.62,-1.42
-0.97,-2.02
-0.85,-4.77
-0.93,-6.72
-0.73,-7.63
-0.56,-8.01
-1.07,-8.34
-0.8,-7.61
-0.9,-6.58
-1.04,-4.76
-0.65,-1.72
-0.89,-2.16
-0.85,-5.13
-1.0,-7.19
-0.92,-8.24
-0.89,-8.67
-0.95,-8.7
-0.64,-7.87
-0.92,-6.91
-0.97,-5.06
-0.61,-1.87
-0.9,-2.17
-0.85,-5.0
-0.92,-6.86
-0.96,-7.88
-0.83,-8.23
-1.04,-8.25
-0.65,-7.45
-0.8,-6.56
-1.1,-4.96
-0.62,-1.88
-0.9,-1.89
-1.05,-4.19
-0.94,-5.48
-0.99,-6.22
-0.97,-6.5
-0.97,-6.45
-0.94,-6.02
-1.09,-5.37
-0.99,-3.98
-0.54,-1.54
-0.84,-1.0
-0.73,-1.91
-0.84,-2.45
-0.75,-2.69
-0.79,-2.8
-0.77,-2.77
-0.73,-2.61
-0.76,-2.34
-0.62,-1.73
-0.5,-0.75
0.84,1.0
0.74,1.91
0.84,2.45
0.75,2.68
0.78,2.79
0.77,2.76
0.73,2.59
0.76,2.33
0.62,1.72
0.5,0.75
0.9,1.89
1.05,4.2
0.94,5.48
1.0,6.22
0.97,6.49
0.97,6.45
0.94,6.01
1.09,5.37
0.99,3.98
0.54,1.54
0.89,2.17
0.85,5.0
0.92,6.86
0.97,7.88
0.83,8.23
1.04,8.25
0.65,7.45
0.8,6.56
1.1,4.96
0.62,1.88
0.89,2.17
0.86,5.13
1.0,7.19
0.92,8.24
0.89,8.67
0.95,8.7
0.64,7.86
0.92,6.91
0.97,5.06
0.6,1.87
0.97,2.02
0.85,4.77
0.93,6.72
0.73,7.63
0.56,8.01
1.07,8.33
0.79,7.61
0.91,6.58
1.04,4.76
0.65,1.72
0.93,1.73
0.75,4.09
1.06,5.96
0.83,6.77
0.76,7.11
0.99,7.3
0.78,6.69
0.98,5.78
0.92,4.04
0.62,1.42
1.06,1.48
0.8,3.33
1.04,4.86
0.95,5.58
0.83,5.79
0.87,5.83
0.92,5.44
0.95,4.6
0.9,3.17
0.79,1.17
1.14,1.2
0.78,2.49
0.85,3.46
0.95,4.05
0.76,4.14
0.86,4.19
0.84,3.86
0.79,3.19
0.74,2.18
0.82,0.86
1.24,0.94
1.22,1.88
0.87,2.17
0.88,2.45
0.77,2.5
1.03,2.63
0.95,2.39
0.87,2.01
1.03,1.53
1.17,0.74
1.4,0.51
1.41,0.9
0.98,0.83
1.2,1.0
1.16,1.01
1.11,0.97
0.82,0.77
1.24,0.86
1.23,0.71
1.31,0.41
-1.47,-0.53
-1.29,-0.83
-1.06,-0.84
-1.28,-1.01
-0.84,-0.83
-0.95,-0.87
-1.03,-0.85
-1.25,-0.84
-0.93,-0.52
-1.34,-0.38
-1.21,-0.89
-1.19,-1.8
-0.73,-2.04
-0.94,-2.47
-0.91,-2.59
-1.04,-2.66
-0.79,-2.32
-0.88,-1.99
-1.0,-1.45
-1.09,-0.66
-1.01,-1.12
-0.89,-2.52
-0.82,-3.38
-0.88,-3.99
-0.76,-4.22
-0.92,-4.34
-0.81,-3.93
-0.83,-3.3
-0.74,-2.21
-0.75,-0.8
-1.02,-1.45
-0.87,-3.39
-0.94,-4.78
-0.87,-5.53
-0.84,-5.94
-0.97,-6.07
-0.96,-5.63
-1.06,-4.84
-0.95,-3.3
-0.71,-1.14
-0.94,-1.74
-0.88,-4.2
-1.1,-6.01
-0.8,-6.8
-0.91,-7.38
-0.97,-7.5
-0.71,-6.81
-1.03,-5.97
-0.95,-4.18
-0.6,-1.44
-0.89,-1.97
-0.78,-4.74
-0.94,-6.72
-0.62,-7.61
-0.72,-8.28
-1.12,-8.56
-0.69,-7.71
-0.92,-6.72
-1.08,-4.89
-0.65,-1.75
-0.87,-2.15
-0.92,-5.13
-1.02,-7.19
-0.81,-8.19
-0.87,-8.78
-0.96,-8.9
-0.67,-8.08
-0.85,-7.02
-1.01,-5.17
-0.56,-1.89
-0.94,-2.17
-0.73,-4.89
-0.9,-6.82
-0.98,-7.92
-0.78,-8.32
-1.05,-8.49
-0.91,-7.82
-0.81,-6.72
-1.08,-5.04
-0.63,-1.91
-0.92,-1.9
-0.91,-4.11
-0.94,-5.49
-1.0,-6.3
-0.97,-6.62
-1.04,-6.66
-0.89,-6.18
-1.04,-5.46
-0.97,-4.05
-0.57,-1.58
-1.0,-1.1
-0.92,-2.03
-0.87,-2.52
-0.9,-2.82
-0.84,-2.91
-0.85,-2.9
-0.81,-2.72
-0.78,-2.41
-0.72,-1.83
-0.56,-0.81
1.0,1.1
0.93,2.04
0.87,2.53
0.9,2.82
0.84,2.9
0.85,2.9
0.8,2.71
0.78,2.4
0.72,1.82
0.56,0.8
0.92,1.9
0.91,4.11
0.94,5.49
1.0,6.3
0.97,6.61
1.04,6.66
0.89,6.17
1.04,5.45
0.97,4.04
0.57,1.58
0.93,2.17
0.73,4.9
0.9,6.82
0.99,7.92
0.78,8.32
1.05,8.48
0.91,7.82
0.81,6.72
1.08,5.03
0.63,1.91
0.87,2.15
0.92,5.14
1.02,7.19
0.81,8.19
0.87,8.78
0.96,8.9
0.67,8.08
0.84,7.01
1.01,5.17
0.56,1.88
0.89,1.97
0.78,4.74
0.94,6.73
0.62,7.61
0.72,8.27
1.12,8.56
0.69,7.71
0.92,6.72
1.08,4.89
0.65,1.75
0.94,1.74
0.88,4.2
1.1,6.01
0.8,6.81
0.92,7.38
0.97,7.5
0.71,6.82
1.03,5.97
0.95,4.18
0.6,1.44
1.02,1.45
0.87,3.39
0.94,4.78
0.87,5.53
0.85,5.94
0.97,6.08
0.96,5.63
1.06,4.84
0.96,3.31
0.71,1.15
1.01,1.12
0.89,2.52
0.82,3.38
0.88,3.99
0.76,4.22
0.92,4.34
0.81,3.94
0.83,3.3
0.74,2.21
0.75,0.8
1.21,0.89
1.19,1.8
0.73,2.04
0.94,2.47
0.91,2.59
1.04,2.66
0.78,2.32
0.88,1.99
1.0,1.45
1.09,0.66
1.48,0.53
1.29,0.82
1.06,0.84
1.27,1.01
0.84,0.83
0.96,0.87
1.03,0.85
1.25,0.84
0.93,0.52
1.33,0.37
-1.48,-0.52
-1.25,-0.77
-1.08,-0.81
-0.98,-0.86
-0.8,-0.81
-1.19,-0.97
-0.91,-0.76
-0.95,-0.65
-0.83,-0.42
-1.45,-0.4
-1.24,-0.89
-1.06,-1.7
-0.77,-2.06
-1.1,-2.58
-0.87,-2.62
-0.89,-2.62
-0.73,-2.29
-1.0,-2.06
-0.95,-1.4
-0.96,-0.58
-1.04,-1.11
-0.94,-2.51
-0.77,-3.36
-0.9,-4.11
-0.81,-4.39
-0.95,-4.48
-0.82,-4.06
-0.91,-3.47
-0.73,-2.25
-0.74,-0.79
-0.9,-1.37
-0.8,-3.33
-0.82,-4.71
-0.91,-5.68
-0.93,-6.2
-1.04,-6.29
-0.98,-5.82
-1.15,-5.06
-0.97,-3.42
-0.69,-1.16
-0.86,-1.7
-1.02,-4.29
-1.01,-6.0
-0.87,-6.99
-0.98,-7.64
-0.84,-7.59
-0.66,-6.93
-1.04,-6.14
-0.98,-4.31
-0.61,-1.49
-0.9,-1.98
-0.82,-4.81
-0.89,-6.75
-0.64,-7.74
-0.92,-8.57
-1.08,-8.71
-0.65,-7.87
-0.9,-6.87
-1.08,-5.01
-0.65,-1.81
-0.86,-2.14
-0.94,-5.19
-1.03,-7.2
-0.66,-8.15
-0.89,-8.9
-0.95,-9.05
-0.83,-8.41
-0.83,-7.23
-0.98,-5.29
-0.63,-1.98
-0.87,-2.14
-0.85,-4.96
-0.95,-6.83
-0.96,-7.88
-0.77,-8.33
-0.94,-8.55
-1.06,-8.15
-0.92,-7.01
-1.07,-5.2
-0.68,-2.01
-0.91,-1.87
-0.79,-4.0
-0.79,-5.34
-0.97,-6.22
-0.86,-6.56
-1.04,-6.74
-0.94,-6.39
-0.98,-5.61
-0.98,-4.19
-0.62,-1.68
-1.01,-1.1
-0.99,-2.05
-0.94,-2.54
-0.93,-2.83
-0.94,-2.97
-0.91,-3.0
-0.91,-2.87
-0.89,-2.56
-0.84,-1.97
-0.69,-0.91
1.0,1.1
1.0,2.06
0.94,2.54
0.93,2.84
0.94,2.97
0.91,2.99
0.91,2.86
0.89,2.55
0.83,1.96
0.7,0.91
0.91,1.87
0.79,4.0
0.79,5.34
0.97,6.22
0.86,6.55
1.04,6.74
0.94,6.38
0.98,5.61
0.97,4.18
0.62,1.68
0.87,2.14
0.86,4.96
0.95,6.83
0.97,7.88
0.77,8.33
0.94,8.55
1.05,8.15
0.92,7.01
1.07,5.19
0.68,2.01
0.85,2.14
0.94,5.19
1.03,7.2
0.66,8.15
0.88,8.9
0.95,9.06
0.83,8.41
0.83,7.23
0.98,5.29
0.63,1.98
0.9,1.98
0.82,4.81
0.9,6.75
0.64,7.74
0.92,8.57
1.08,8.71
0.65,7.87
0.9,6.87
1.09,5.01
0.65,1.81
0.86,1.7
1.02,4.29
1.01,6.0
0.87,6.99
0.99,7.64
0.84,7.59
0.66,6.93
1.04,6.14
0.97,4.31
0.61,1.49
0.9,1.37
0.8,3.33
0.82,4.71
0.91,5.69
0.93,6.2
1.04,6.29
0.98,5.82
1.15,5.06
0.97,3.42
0.69,1.16
1.04,1.11
0.94,2.51
0.77,3.36
0.9,4.11
0.81,4.4
0.95,4.48
0.82,4.07
0.91,3.48
0.73,2.26
0.73,0.79
1.24,0.88
1.06,1.7
0.76,2.05
1.1,2.58
0.87,2.62
0.89,2.62
0.73,2.29
1.0,2.06
0.95,1.4
0.96,0.58
1.48,0.52
1.25,0.77
1.08,0.81
0.98,0.86
0.81,0.81
1.19,0.97
0.91,0.76
0.95,0.65
0.84,0.43
1.45,0.4
-1.45,-0.49
-1.17,-0.7
-0.96,-0.74
-0.95,-0.84
-1.0,-0.87
-0.93,-0.82
-0.61,-0.6
-0.97,-0.66
-0.9,-0.45
-1.49,-0.42
-1.15,-0.82
-0.97,-1.64
-0.91,-2.16
-1.03,-2.59
-0.7,-2.56
-0.92,-2.66
-0.88,-2.45
-1.07,-2.18
-0.77,-1.33
-0.88,-0.54
-1.08,-1.14
-0.99,-2.57
-0.78,-3.49
-0.95,-4.28
-0.84,-4.54
-0.98,-4.64
-0.85,-4.27
-0.96,-3.67
-0.75,-2.36
-0.84,-0.87
-0.94,-1.39
-0.71,-3.31
-0.85,-4.85
-1.02,-5.96
-0.99,-6.42
-1.04,-6.46
-1.02,-6.04
-1.2,-5.28
-0.97,-3.56
-0.7,-1.24
-0.86,-1.7
-0.95,-4.28
-0.96,-6.09
-0.97,-7.26
-0.89,-7.77
-0.7,-7.65
-0.69,-7.13
-1.02,-6.32
-0.99,-4.48
-0.71,-1.62
-0.8,-1.94
-0.92,-4.9
-0.85,-6.84
-0.83,-8.04
-1.03,-8.82
-1.0,-8.82
-0.71,-8.12
-0.91,-7.1
-1.06,-5.17
-0.72,-1.93
-0.81,-2.11
-0.93,-5.22
-0.92,-7.2
-0.57,-8.2
-0.92,-9.04
-0.93,-9.16
-1.0,-8.7
-0.9,-7.5
-1.0,-5.49
-0.71,-2.11
-0.84,-2.13
-0.91,-5.06
-1.08,-6.96
-0.96,-7.92
-0.84,-8.39
-0.8,-8.47
-1.01,-8.21
-1.0,-7.21
-1.1,-5.37
-0.76,-2.14
-0.85,-1.84
-0.88,-4.08
-0.75,-5.35
-0.91,-6.17
-0.81,-6.48
-0.88,-6.58
-0.92,-6.37
-0.93,-5.66
-0.94,-4.29
-0.76,-1.83
-0.97,-1.07
-0.96,-2.04
-0.94,-2.53
-0.94,-2.82
-0.94,-2.95
-0.94,-2.98
-0.95,-2.89
-0.93,-2.62
-0.95,-2.09
-0.86,-1.03
0.96,1.07
0.97,2.05
0.94,2.54
0.94,2.83
0.94,2.95
0.94,2.98
0.94,2.88
0.92,2.61
0.95,2.08
0.87,1.03
0.85,1.84
0.88,4.09
0.75,5.36
0.91,6.18
0.81,6.48
0.88,6.58
0.92,6.36
0.93,5.65
0.94,4.28
0.76,1.83
0.84,2.13
0.92,5.06
1.08,6.97
0.96,7.93
0.84,8.39
0.8,8.47
1.01,8.21
1.0,7.2
1.1,5.37
0.76,2.14
0.81,2.11
0.93,5.22
0.92,7.2
0.56,8.2
0.92,9.04
0.94,9.16
1.0,8.69
0.9,7.5
1.0,5.49
0.7,2.11
0.8,1.94
0.92,4.9
0.85,6.84
0.83,8.05
1.03,8.82
1.0,8.82
0.71,8.11
0.91,7.09
1.06,5.17
0.72,1.93
0.86,1.7
0.95,4.28
0.96,6.1
0.98,7.27
0.89,7.78
0.7,7.65
0.69,7.13
1.02,6.32
0.99,4.47
0.71,1.62
0.94,1.39
0.71,3.31
0.85,4.86
1.02,5.97
0.99,6.42
1.04,6.46
1.02,6.04
1.2,5.28
0.97,3.56
0.7,1.24
1.08,1.14
0.99,2.57
0.78,3.49
0.95,4.29
0.84,4.54
0.98,4.64
0.85,4.27
0.96,3.67
0.75,2.36
0.83,0.87
1.15,0.82
0.97,1.65
0.91,2.15
1.03,2.59
0.7,2.56
0.92,2.66
0.88,2.45
1.07,2.18
0.77,1.33
0.88,0.54
1.46,0.49
1.17,0.7
0.96,0.74
0.95,0.84
1.0,0.87
0.93,0.82
0.61,0.6
0.97,0.66
0.9,0.45
1.49,0.42
-1.44,-0.45
-1.08,-0.63
-0.95,-0.72
-0.96,-0.8
-0.77,-0.74
-0.67,-0.73
-0.82,-0.75
-1.04,-0.74
-0.85,-0.45
-1.53,-0.45
-1.02,-0.72
-0.93,-1.6
-0.95,-2.17
-0.84,-2.51
-0.8,-2.69
-1.1,-2.91
-0.88,-2.63
-0.96,-2.23
-0.66,-1.34
-0.96,-0.63
-1.0,-1.09
-1.03,-2.63
-0.78,-3.6
-0.95,-4.39
-0.86,-4.72
-1.01,-4.9
-0.89,-4.55
-1.04,-3.92
-0.86,-2.59
-0.97,-1.04
-0.9,-1.4
-0.82,-3.48
-0.93,-5.09
-1.09,-6.19
-0.99,-6.6
-1.06,-6.71
-1.07,-6.34
-1.15,-5.49
-0.96,-3.76
-0.76,-1.38
-0.85,-1.71
-0.85,-4.33
-1.0,-6.31
-0.92,-7.45
-0.72,-7.85
-0.68,-7.83
-0.78,-7.45
-0.99,-6.55
-1.05,-4.7
-0.86,-1.8
-0.86,-1.99
-0.87,-4.97
-0.99,-7.12
-1.07,-8.43
-1.03,-9.02
-0.95,-8.98
-0.82,-8.41
-0.95,-7.33
-1.04,-5.33
-0.78,-2.06
-0.8,-2.13
-0.95,-5.28
-0.79,-7.27
-0.59,-8.4
-0.92,-9.22
-0.92,-9.28
-1.07,-8.85
-0.94,-7.63
-1.01,-5.58
-0.86,-2.25
-0.84,-2.14
-0.89,-5.09
-1.08,-7.05
-0.92,-8.04
-0.96,-8.59
-0.79,-8.51
-0.84,-8.09
-0.93,-7.11
-1.0,-5.3
-0.83,-2.21
-0.8,-1.81
-0.89,-4.12
-0.87,-5.5
-0.89,-6.25
-0.88,-6.6
-0.84,-6.56
-0.86,-6.25
-0.87,-5.53
-0.86,-4.19
-0.85,-1.89
-0.87,-1.02
-0.92,-2.02
-0.93,-2.56
-0.91,-2.83
-0.94,-2.97
-0.91,-2.96
-0.95,-2.86
-0.92,-2.58
-0.97,-2.08
-0.96,-1.08
0.87,1.02
0.92,2.03
0.93,2.57
0.92,2.85
0.94,2.98
0.91,2.96
0.95,2.86
0.92,2.57
0.96,2.07
0.96,1.08
0.8,1.82
0.89,4.13
0.87,5.5
0.89,6.26
0.88,6.6
0.84,6.56
0.86,6.25
0.87,5.53
0.85,4.18
0.85,1.89
0.84,2.14
0.89,5.1
1.08,7.06
0.92,8.04
0.96,8.59
0.79,8.51
0.84,8.09
0.93,7.11
1.0,5.29
0.83,2.21
0.8,2.13
0.95,5.28
0.79,7.27
0.58,8.41
0.92,9.22
0.92,9.29
1.07,8.85
0.94,7.63
1.01,5.58
0.86,2.25
0.86,1.99
0.87,4.97
0.99,7.13
1.07,8.43
1.03,9.03
0.95,8.98
0.82,8.41
0.95,7.33
1.04,5.32
0.79,2.06
0.85,1.71
0.85,4.33
1.01,6.32
0.92,7.46
0.72,7.85
0.67,7.83
0.78,7.45
1.0,6.55
1.04,4.7
0.86,1.8
0.9,1.4
0.82,3.48
0.93,5.09
1.09,6.19
0.99,6.6
1.06,6.71
1.08,6.34
1.15,5.49
0.96,3.76
0.76,1.38
1.0,1.09
1.03,2.63
0.78,3.6
0.95,4.4
0.86,4.72
1.01,4.9
0.89,4.55
1.04,3.92
0.86,2.59
0.97,1.04
1.02,0.72
0.93,1.6
0.95,2.17
0.84,2.51
0.8,2.69
1.11,2.92
0.88,2.63
0.96,2.23
0.66,1.34
0.97,0.63
1.45,0.45
1.08,0.63
0.96,0.72
0.96,0.8
0.77,0.75
0.67,0.73
0.83,0.75
1.04,0.74
0.85,0.45
1.53,0.45
-1.44,-0.43
-1.01,-0.56
-0.91,-0.68
-0.79,-0.73
-0.72,-0.8
-0.91,-0.92
-0.91,-0.85
-0.85,-0.7
-0.94,-0.56
-1.68,-0.57
-0.98,-0.67
-0.91,-1.55
-0.93,-2.19
-0.84,-2.63
-1.05,-3.02
-0.97,-3.05
-0.76,-2.72
-0.96,-2.36
-0.71,-1.56
-1.13,-0.82
-0.86,-0.99
